ward_id,date,water_liters_day,sewage_liters_day
W10,2019-08-01,4417898,3474781
W10,2019-09-01,4246309,3459057
W10,2019-10-01,4063419,3266991
W10,2019-11-01,3940072,3100796
W10,2019-12-01,3794260,3046555
W10,2020-01-01,3818315,3014477
W10,2020-02-01,3885297,3158218
W10,2020-03-01,3971956,3231448
W10,2020-04-01,4105914,3332528
W10,2020-05-01,4321857,3519519
W10,2020-06-01,4662394,3694803
W10,2020-07-01,4563770,3661551
W10,2020-08-01,4620302,3626794
W10,2020-09-01,4536720,3635993
W10,2020-10-01,4258091,3379507
W10,2020-11-01,3949637,3198555
W10,2020-12-01,3834765,3062111
W10,2021-01-01,3939004,3108105
W10,2021-02-01,3932894,3141840
W10,2021-03-01,4071890,3211082
W10,2021-04-01,4421559,3511683
W10,2021-05-01,4677137,3718567
W10,2021-06-01,4673908,3778113
W10,2021-07-01,4764744,3751749
W10,2021-08-01,4629617,3647771
W10,2021-09-01,4530338,3572208
W10,2021-10-01,4211005,3428821
W10,2021-11-01,4201142,3349908
W10,2021-12-01,4062643,3302417
W10,2022-01-01,4067389,3310367
W10,2022-02-01,4105486,3243641
W10,2022-03-01,4127960,3367883
W10,2022-04-01,4427056,3595347
W10,2022-05-01,4656948,3664466
W10,2022-06-01,4789173,3824783
W10,2022-07-01,4803570,3855667
W10,2022-08-01,4689518,3718804
W10,2022-09-01,4684935,3799347
W10,2022-10-01,4481805,3554716
W10,2022-11-01,4089738,3220423
W10,2022-12-01,3962737,3140323
W10,2023-01-01,4059152,3234755
W10,2023-02-01,4039705,3173742
W10,2023-03-01,4335467,3449301
W10,2023-04-01,4489114,3574965
W10,2023-05-01,4759904,3815517
W10,2023-06-01,5036981,4049450
W10,2023-07-01,5034786,3968002
W10,2023-08-01,4820992,3837231
W10,2023-09-01,4913564,3939944
W10,2023-10-01,4510122,3556757
W10,2023-11-01,4346001,3463086
W10,2023-12-01,4038462,3171183
W10,2024-01-01,4248163,3439852
W10,2024-02-01,4261785,3361552
W10,2024-03-01,4531866,3573254
W10,2024-04-01,4781077,3797098
W10,2024-05-01,4862048,3907764
W10,2024-06-01,5168160,4150028
W10,2024-07-01,5128750,4104595
W10,2024-08-01,5060977,4058972
W10,2024-09-01,4886106,3833308
W10,2024-10-01,4613265,3632980
W10,2024-11-01,4405261,3497098
W10,2024-12-01,4358697,3538857
W11,2018-01-01,3348548,2653714
W11,2018-02-01,3410290,2779748
W11,2018-03-01,3530691,2793770
W11,2018-04-01,3599525,2877368
W11,2018-05-01,3889702,3139292
W11,2018-06-01,4085677,3252878
W11,2018-07-01,4147540,3283816
W11,2018-08-01,4036953,3255466
W11,2018-09-01,3811994,3042403
W11,2018-10-01,3681073,2934606
W11,2018-11-01,3451711,2761569
W11,2018-12-01,3401348,2717988
W11,2019-01-01,3483748,2812349
W11,2019-02-01,3505976,2806877
W11,2019-03-01,3615157,2949751
W11,2019-04-01,3786657,3014400
W11,2019-05-01,4090244,3266916
W11,2019-06-01,4128126,3308614
W11,2019-07-01,4214745,3421382
W11,2019-08-01,4164617,3372161
W11,2019-09-01,3924869,3137909
W11,2019-10-01,3895619,3088946
W11,2019-11-01,3558450,2897032
W11,2019-12-01,3563427,2881664
W11,2020-01-01,3540731,2854140
W11,2020-02-01,3547455,2835671
W11,2020-03-01,3705448,3015877
W11,2020-04-01,3938055,3123701
W11,2020-05-01,4098675,3284605
W11,2020-06-01,4323212,3443979
W11,2020-07-01,4235280,3425232
W11,2020-08-01,4133361,3246119
W11,2020-09-01,4192164,3297259
W11,2020-10-01,3985238,3208081
W11,2020-11-01,3746839,2963179
W11,2020-12-01,3619647,2869208
W11,2021-01-01,3598514,2852513
W11,2021-02-01,3553232,2869975
W11,2021-03-01,3725151,2926570
W11,2021-04-01,4080369,3228476
W11,2021-05-01,4115654,3239869
W11,2021-06-01,4284435,3423764
W11,2021-07-01,4429516,3492226
W11,2021-08-01,4449150,3627361
W11,2021-09-01,4096858,3297531
W11,2021-10-01,4074505,3256436
W11,2021-11-01,3818531,3086095
W11,2021-12-01,3592095,2849010
W11,2022-01-01,3577603,2892847
W11,2022-02-01,3763586,2978619
W11,2022-03-01,3934509,3191716
W11,2022-04-01,3969758,3229347
W11,2022-05-01,4266147,3459006
W11,2022-06-01,4552234,3574245
W11,2022-07-01,4582027,3707844
W11,2022-08-01,4353217,3517260
W11,2022-09-01,4383036,3476900
W11,2022-10-01,3969799,3150228
W11,2022-11-01,3902880,3175814
W11,2022-12-01,3692593,2948680
W11,2023-01-01,3798609,3041843
W11,2023-02-01,3912026,3083828
W11,2023-03-01,3976937,3152640
W11,2023-04-01,4262738,3387095
W11,2023-05-01,4455390,3585453
W11,2023-06-01,4607286,3614189
W11,2023-07-01,4558718,3617072
W11,2023-08-01,4595227,3631062
W11,2023-09-01,4423706,3558603
W11,2023-10-01,4161459,3319540
W11,2023-11-01,3934883,3135420
W11,2023-12-01,3729939,3041444
W11,2024-01-01,3855617,3138265
W11,2024-02-01,3802368,3027729
W11,2024-03-01,4062306,3219556
W11,2024-04-01,4245969,3407979
W11,2024-05-01,4524008,3584687
W11,2024-06-01,4622051,3658638
W11,2024-07-01,4766309,3807769
W11,2024-08-01,4566161,3680117
W11,2024-09-01,4618661,3752244
W11,2024-10-01,4359276,3513965
W11,2024-11-01,4109248,3345340
W11,2024-12-01,3887172,3075014
W12,2018-01-01,3182671,2541551
W12,2018-02-01,3329144,2649852
W12,2018-03-01,3404648,2768692
W12,2018-04-01,3595612,2911237
W12,2018-05-01,3790618,3064258
W12,2018-06-01,3889223,3123303
W12,2018-07-01,3962189,3172985
W12,2018-08-01,3854094,3066229
W12,2018-09-01,3811061,3001556
W12,2018-10-01,3610786,2935181
W12,2018-11-01,3303774,2646895
W12,2018-12-01,3169183,2571296
W12,2019-01-01,3255115,2622872
W12,2019-02-01,3358286,2685428
W12,2019-03-01,3530508,2818247
W12,2019-04-01,3532691,2784546
W12,2019-05-01,3791594,3041029
W12,2019-06-01,3957693,3188035
W12,2019-07-01,3946453,3096769
W12,2019-08-01,3885678,3046746
W12,2019-09-01,3746429,2945955
W12,2019-10-01,3612843,2913441
W12,2019-11-01,3456502,2716563
W12,2019-12-01,3393552,2767633
W12,2020-01-01,3342566,2651279
W12,2020-02-01,3332772,2627336
W12,2020-03-01,3564197,2877509
W12,2020-04-01,3823718,3043613
W12,2020-05-01,3997923,3191755
W12,2020-06-01,4143542,3298591
W12,2020-07-01,3989153,3250572
W12,2020-08-01,4133219,3258034
W12,2020-09-01,3990647,3143817
W12,2020-10-01,3830205,3051057
W12,2020-11-01,3455165,2817062
W12,2020-12-01,3466281,2801441
W12,2021-01-01,3530408,2820147
W12,2021-02-01,3528754,2814435
W12,2021-03-01,3596301,2845930
W12,2021-04-01,3804192,3001370
W12,2021-05-01,3929024,3190394
W12,2021-06-01,4209436,3304538
W12,2021-07-01,4234838,3403444
W12,2021-08-01,4251885,3454441
W12,2021-09-01,3941561,3098671
W12,2021-10-01,3834694,3061183
W12,2021-11-01,3659930,2971537
W12,2021-12-01,3429623,2693679
W12,2022-01-01,3504795,2808295
W12,2022-02-01,3624532,2931645
W12,2022-03-01,3632931,2963714
W12,2022-04-01,3846188,3128200
W12,2022-05-01,4122699,3308380
W12,2022-06-01,4316468,3497152
W12,2022-07-01,4231515,3436160
W12,2022-08-01,4370785,3499600
W12,2022-09-01,4082673,3236763
W12,2022-10-01,3921832,3148970
W12,2022-11-01,3765506,2973260
W12,2022-12-01,3608331,2893114
W12,2023-01-01,3507594,2788612
W12,2023-02-01,3690759,2938571
W12,2023-03-01,3811518,3073158
W12,2023-04-01,3984192,3161840
W12,2023-05-01,4126769,3306424
W12,2023-06-01,4285538,3390765
W12,2023-07-01,4501407,3549896
W12,2023-08-01,4343537,3413343
W12,2023-09-01,4184517,3336433
W12,2023-10-01,4013453,3196432
W12,2023-11-01,3749984,2979619
W12,2023-12-01,3566875,2847769
W12,2024-01-01,3667172,2937920
W12,2024-02-01,3824907,3005035
W12,2024-03-01,3872329,3110871
W12,2024-04-01,3992952,3139774
W12,2024-05-01,4390534,3524733
W12,2024-06-01,4507926,3565519
W12,2024-07-01,4438143,3608321
W12,2024-08-01,4409334,3585176
W12,2024-09-01,4237164,3347702
W12,2024-10-01,4165896,3365628
W12,2024-11-01,3960610,3221014
W12,2024-12-01,3794800,3060585
W13,2018-01-01,3970434,3153682
W13,2018-02-01,4040278,3227859
W13,2018-03-01,4295594,3410142
W13,2018-04-01,4443945,3609595
W13,2018-05-01,4696173,3802445
W13,2018-06-01,4934799,3989154
W13,2018-07-01,4876682,3855018
W13,2018-08-01,4815150,3782122
W13,2018-09-01,4808569,3883978
W13,2018-10-01,4351598,3488702
W13,2018-11-01,4279069,3453382
W13,2018-12-01,4043258,3195298
W13,2019-01-01,4067384,3262991
W13,2019-02-01,4131887,3312206
W13,2019-03-01,4480161,3560841
W13,2019-04-01,4666318,3731355
W13,2019-05-01,4888114,3947969
W13,2019-06-01,4979826,4020954
W13,2019-07-01,5008284,3948925
W13,2019-08-01,5005498,3953791
W13,2019-09-01,4936100,4026329
W13,2019-10-01,4719755,3779420
W13,2019-11-01,4452825,3501606
W13,2019-12-01,4275957,3358989
W13,2020-01-01,4112207,3242063
W13,2020-02-01,4334525,3407695
W13,2020-03-01,4379484,3464168
W13,2020-04-01,4696145,3690862
W13,2020-05-01,4984857,4057100
W13,2020-06-01,5243054,4221167
W13,2020-07-01,5028936,4028332
W13,2020-08-01,5089129,3992601
W13,2020-09-01,5009912,4013659
W13,2020-10-01,4648309,3718977
W13,2020-11-01,4526247,3610942
W13,2020-12-01,4414265,3486106
W13,2021-01-01,4452610,3565562
W13,2021-02-01,4339805,3488478
W13,2021-03-01,4516863,3592451
W13,2021-04-01,4911694,3863188
W13,2021-05-01,5207253,4158970
W13,2021-06-01,5163454,4163353
W13,2021-07-01,5245200,4251224
W13,2021-08-01,5112294,4170270
W13,2021-09-01,5113177,4013915
W13,2021-10-01,4798858,3820224
W13,2021-11-01,4578371,3682732
W13,2021-12-01,4461970,3509991
W13,2022-01-01,4544499,3656672
W13,2022-02-01,4472782,3646545
W13,2022-03-01,4833208,3927626
W13,2022-04-01,5071355,4013230
W13,2022-05-01,5319351,4288212
W13,2022-06-01,5396901,4277989
W13,2022-07-01,5580126,4497033
W13,2022-08-01,5304527,4250926
W13,2022-09-01,5243567,4141051
W13,2022-10-01,5050957,3962481
W13,2022-11-01,4617022,3641049
W13,2022-12-01,4605469,3731668
W13,2023-01-01,4680987,3714723
W13,2023-02-01,4649262,3729333
W13,2023-03-01,4918084,3962329
W13,2023-04-01,5082958,4047474
W13,2023-05-01,5400735,4370793
W13,2023-06-01,5572329,4382691
W13,2023-07-01,5659824,4499942
W13,2023-08-01,5376747,4255311
W13,2023-09-01,5188708,4168428
W13,2023-10-01,5105260,4099827
W13,2023-11-01,4952617,3934577
W13,2023-12-01,4668761,3777371
W13,2024-01-01,4663766,3690440
W13,2024-02-01,4762384,3790922
W13,2024-03-01,4844413,3888843
W13,2024-04-01,5159985,4172928
W13,2024-05-01,5390252,4268467
W13,2024-06-01,5502973,4361519
W13,2024-07-01,5675958,4592330
W13,2024-08-01,5530341,4404739
W13,2024-09-01,5411640,4258575
W13,2024-10-01,5335517,4258978
W13,2024-11-01,5014938,3948117
W13,2024-12-01,4629724,3693553
W14,2018-01-01,3990402,3141665
W14,2018-02-01,3947139,3164560
W14,2018-03-01,4233426,3425274
W14,2018-04-01,4527160,3551081
W14,2018-05-01,4627939,3743695
W14,2018-06-01,4879109,3912583
W14,2018-07-01,5017600,3972774
W14,2018-08-01,4820259,3884792
W14,2018-09-01,4559748,3614081
W14,2018-10-01,4368909,3445627
W14,2018-11-01,4124907,3270353
W14,2018-12-01,3998161,3234694
W14,2019-01-01,4053055,3300059
W14,2019-02-01,4202929,3361779
W14,2019-03-01,4344373,3469640
W14,2019-04-01,4441915,3483423
W14,2019-05-01,4738454,3842562
W14,2019-06-01,4898956,3975946
W14,2019-07-01,4977442,3970902
W14,2019-08-01,5030307,4048558
W14,2019-09-01,4795302,3805619
W14,2019-10-01,4569357,3684041
W14,2019-11-01,4308740,3402545
W14,2019-12-01,4122627,3274241
W14,2020-01-01,4248327,3416729
W14,2020-02-01,4370977,3536222
W14,2020-03-01,4375831,3469901
W14,2020-04-01,4734604,3767232
W14,2020-05-01,5014208,3963198
W14,2020-06-01,5208787,4113679
W14,2020-07-01,5202458,4083208
W14,2020-08-01,5126833,4174141
W14,2020-09-01,4802358,3887634
W14,2020-10-01,4747288,3732380
W14,2020-11-01,4514303,3654064
W14,2020-12-01,4295778,3387022
W14,2021-01-01,4243223,3360997
W14,2021-02-01,4267509,3403510
W14,2021-03-01,4499125,3591967
W14,2021-04-01,4799170,3851967
W14,2021-05-01,5020022,4084048
W14,2021-06-01,5299305,4225590
W14,2021-07-01,5102378,4158386
W14,2021-08-01,5247048,4250074
W14,2021-09-01,5037892,4097120
W14,2021-10-01,4659310,3689910
W14,2021-11-01,4577367,3613021
W14,2021-12-01,4387405,3518800
W14,2022-01-01,4439672,3572585
W14,2022-02-01,4592003,3648856
W14,2022-03-01,4728468,3723150
W14,2022-04-01,4772634,3775650
W14,2022-05-01,5210988,4178461
W14,2022-06-01,5373770,4251044
W14,2022-07-01,5338824,4264749
W14,2022-08-01,5371184,4329679
W14,2022-09-01,5027330,4101932
W14,2022-10-01,4885358,3876306
W14,2022-11-01,4763122,3747373
W14,2022-12-01,4555689,3678103
W14,2023-01-01,4470351,3553831
W14,2023-02-01,4656656,3728471
W14,2023-03-01,4718696,3714198
W14,2023-04-01,5079441,4055823
W14,2023-05-01,5126622,4026602
W14,2023-06-01,5515668,4328270
W14,2023-07-01,5462025,4301343
W14,2023-08-01,5544842,4512157
W14,2023-09-01,5339253,4274135
W14,2023-10-01,5028286,3995434
W14,2023-11-01,4741002,3787045
W14,2023-12-01,4660361,3747640
W14,2024-01-01,4537179,3652583
W14,2024-02-01,4663625,3766327
W14,2024-03-01,4993287,3986572
W14,2024-04-01,5116273,4011887
W14,2024-05-01,5302571,4204446
W14,2024-06-01,5651208,4574496
W14,2024-07-01,5678019,4596834
W14,2024-08-01,5595310,4452219
W14,2024-09-01,5296835,4172034
W14,2024-10-01,5190614,4150745
W14,2024-11-01,5017542,3984073
W14,2024-12-01,4661670,3713307
W15,2018-01-01,3455755,2759944
W15,2018-02-01,3469095,2794546
W15,2018-03-01,3746810,3047647
W15,2018-04-01,3895093,3137526
W15,2018-05-01,4022244,3184146
W15,2018-06-01,4112892,3273639
W15,2018-07-01,4169844,3320993
W15,2018-08-01,4233998,3397334
W15,2018-09-01,4049056,3237517
W15,2018-10-01,3882822,3158338
W15,2018-11-01,3775535,2980949
W15,2018-12-01,3467893,2750881
W15,2019-01-01,3506791,2843810
W15,2019-02-01,3653076,2965189
W15,2019-03-01,3874710,3097859
W15,2019-04-01,3898348,3104201
W15,2019-05-01,4184942,3368452
W15,2019-06-01,4291359,3431951
W15,2019-07-01,4423160,3530581
W15,2019-08-01,4228738,3391840
W15,2019-09-01,4243557,3356895
W15,2019-10-01,3859647,3053733
W15,2019-11-01,3724603,3013143
W15,2019-12-01,3641376,2944859
W15,2020-01-01,3662205,2931030
W15,2020-02-01,3733986,2959455
W15,2020-03-01,3876749,3162297
W15,2020-04-01,4080529,3297953
W15,2020-05-01,4340446,3464213
W15,2020-06-01,4348067,3468040
W15,2020-07-01,4540683,3654875
W15,2020-08-01,4355760,3536850
W15,2020-09-01,4153826,3291533
W15,2020-10-01,4158716,3272009
W15,2020-11-01,3951497,3112817
W15,2020-12-01,3787338,2994709
W15,2021-01-01,3808347,3069727
W15,2021-02-01,3893261,3128346
W15,2021-03-01,3946334,3171735
W15,2021-04-01,4243321,3437230
W15,2021-05-01,4460900,3578723
W15,2021-06-01,4542105,3647762
W15,2021-07-01,4497906,3667269
W15,2021-08-01,4476922,3591958
W15,2021-09-01,4499525,3601696
W15,2021-10-01,4272185,3460836
W15,2021-11-01,3876758,3132432
W15,2021-12-01,3790497,2978941
W15,2022-01-01,3797266,3056756
W15,2022-02-01,3953184,3116082
W15,2022-03-01,3976274,3158383
W15,2022-04-01,4211546,3415538
W15,2022-05-01,4461227,3517898
W15,2022-06-01,4683572,3766013
W15,2022-07-01,4668719,3671558
W15,2022-08-01,4728792,3823722
W15,2022-09-01,4463961,3606852
W15,2022-10-01,4326275,3513256
W15,2022-11-01,4051459,3239617
W15,2022-12-01,3925185,3186485
W15,2023-01-01,4027076,3169230
W15,2023-02-01,4117046,3311402
W15,2023-03-01,4213356,3417889
W15,2023-04-01,4460987,3554189
W15,2023-05-01,4731658,3834512
W15,2023-06-01,4761314,3782063
W15,2023-07-01,4758944,3814360
W15,2023-08-01,4657260,3778330
W15,2023-09-01,4682000,3804654
W15,2023-10-01,4452197,3497068
W15,2023-11-01,4195590,3401677
W15,2023-12-01,3887430,3163364
W15,2024-01-01,3960549,3162928
W15,2024-02-01,4224820,3370095
W15,2024-03-01,4395109,3573667
W15,2024-04-01,4595822,3647518
W15,2024-05-01,4823426,3916868
W15,2024-06-01,4762779,3788952
W15,2024-07-01,4818264,3879976
W15,2024-08-01,4925513,3869765
W15,2024-09-01,4752999,3836771
W15,2024-10-01,4561609,3638957
W15,2024-11-01,4163477,3276847
W15,2024-12-01,4033156,3172053
W16,2018-01-01,2429873,1939627
W16,2018-02-01,2390467,1900408
W16,2018-03-01,2503558,2031714
W16,2018-04-01,2728108,2180539
W16,2018-05-01,2785499,2191793
W16,2018-06-01,2984047,2349347
W16,2018-07-01,2942812,2335346
W16,2018-08-01,2909636,2356886
W16,2018-09-01,2895173,2329255
W16,2018-10-01,2725374,2142660
W16,2018-11-01,2571606,2066363
W16,2018-12-01,2413530,1919331
W16,2019-01-01,2444887,1975334
W16,2019-02-01,2588358,2080300
W16,2019-03-01,2616846,2069799
W16,2019-04-01,2829905,2231325
W16,2019-05-01,2836714,2290250
W16,2019-06-01,2976757,2374679
W16,2019-07-01,3093646,2449948
W16,2019-08-01,3029574,2399245
W16,2019-09-01,2919925,2356607
W16,2019-10-01,2728460,2221297
W16,2019-11-01,2551373,2069434
W16,2019-12-01,2581682,2041011
W16,2020-01-01,2566270,2027447
W16,2020-02-01,2571061,2068874
W16,2020-03-01,2737405,2215658
W16,2020-04-01,2788924,2220955
W16,2020-05-01,2928680,2355885
W16,2020-06-01,2999358,2436796
W16,2020-07-01,3025317,2406807
W16,2020-08-01,3044699,2424734
W16,2020-09-01,3035400,2420633
W16,2020-10-01,2841114,2243141
W16,2020-11-01,2686891,2191417
W16,2020-12-01,2521566,2024302
W16,2021-01-01,2537412,2006848
W16,2021-02-01,2719821,2214907
W16,2021-03-01,2741973,2174844
W16,2021-04-01,2941114,2378031
W16,2021-05-01,3035286,2418737
W16,2021-06-01,3182173,2549573
W16,2021-07-01,3127901,2460642
W16,2021-08-01,3075859,2502118
W16,2021-09-01,3136047,2474253
W16,2021-10-01,2873877,2307051
W16,2021-11-01,2802434,2255384
W16,2021-12-01,2675349,2124028
W16,2022-01-01,2668951,2173887
W16,2022-02-01,2676243,2119112
W16,2022-03-01,2899880,2284269
W16,2022-04-01,2996723,2354708
W16,2022-05-01,3156645,2541281
W16,2022-06-01,3171507,2487747
W16,2022-07-01,3203060,2512362
W16,2022-08-01,3233757,2571143
W16,2022-09-01,3128730,2535273
W16,2022-10-01,2933668,2334906
W16,2022-11-01,2870213,2330471
W16,2022-12-01,2756879,2171808
W16,2023-01-01,2811861,2234643
W16,2023-02-01,2775034,2222145
W16,2023-03-01,2857303,2329278
W16,2023-04-01,3074430,2459165
W16,2023-05-01,3205710,2518964
W16,2023-06-01,3386798,2673336
W16,2023-07-01,3287183,2658498
W16,2023-08-01,3393742,2733903
W16,2023-09-01,3129697,2527872
W16,2023-10-01,2960021,2401992
W16,2023-11-01,2813710,2210089
W16,2023-12-01,2764107,2248455
W16,2024-01-01,2760408,2248990
W16,2024-02-01,2776888,2248446
W16,2024-03-01,3009143,2422308
W16,2024-04-01,3075668,2435758
W16,2024-05-01,3365661,2673136
W16,2024-06-01,3464666,2779664
W16,2024-07-01,3361538,2707875
W16,2024-08-01,3306991,2616299
W16,2024-09-01,3286836,2581710
W16,2024-10-01,3108770,2524519
W16,2024-11-01,3036241,2455569
W16,2024-12-01,2824078,2221884
W17,2018-01-01,3899711,3093762
W17,2018-02-01,4057233,3276891
W17,2018-03-01,4084912,3250711
W17,2018-04-01,4491008,3664344
W17,2018-05-01,4661638,3763987
W17,2018-06-01,4758843,3852146
W17,2018-07-01,4703375,3827779
W17,2018-08-01,4610026,3694150
W17,2018-09-01,4623133,3727127
W17,2018-10-01,4238855,3368705
W17,2018-11-01,4213451,3354079
W17,2018-12-01,4046121,3211974
W17,2019-01-01,3957626,3227285
W17,2019-02-01,4069193,3315408
W17,2019-03-01,4373298,3448590
W17,2019-04-01,4417408,3469454
W17,2019-05-01,4624642,3750844
W17,2019-06-01,4838851,3932333
W17,2019-07-01,4911926,3968506
W17,2019-08-01,4887799,3911088
W17,2019-09-01,4739071,3775235
W17,2019-10-01,4501228,3537934
W17,2019-11-01,4294168,3384589
W17,2019-12-01,4037757,3275546
W17,2020-01-01,4235176,3373633
W17,2020-02-01,4274548,3395872
W17,2020-03-01,4346680,3440291
W17,2020-04-01,4710573,3713606
W17,2020-05-01,4895974,3855517
W17,2020-06-01,4867864,3886435
W17,2020-07-01,4990987,3932217
W17,2020-08-01,4943438,3997515
W17,2020-09-01,4803983,3837551
W17,2020-10-01,4685500,3686989
W17,2020-11-01,4439486,3523775
W17,2020-12-01,4242563,3408075
W17,2021-01-01,4160477,3375854
W17,2021-02-01,4205219,3392590
W17,2021-03-01,4593581,3659613
W17,2021-04-01,4575889,3631256
W17,2021-05-01,5033172,3974010
W17,2021-06-01,5249103,4258845
W17,2021-07-01,5190856,4161010
W17,2021-08-01,4986208,3925447
W17,2021-09-01,5025385,3959433
W17,2021-10-01,4579478,3704755
W17,2021-11-01,4393563,3472410
W17,2021-12-01,4270239,3441646
W17,2022-01-01,4452585,3502800
W17,2022-02-01,4426013,3599932
W17,2022-03-01,4462926,3641342
W17,2022-04-01,4733326,3808773
W17,2022-05-01,5155724,4057262
W17,2022-06-01,5347386,4330764
W17,2022-07-01,5182725,4219531
W17,2022-08-01,5097007,4146783
W17,2022-09-01,5041486,4069396
W17,2022-10-01,4819629,3837617
W17,2022-11-01,4559561,3626338
W17,2022-12-01,4511133,3576423
W17,2023-01-01,4432736,3496348
W17,2023-02-01,4544242,3652404
W17,2023-03-01,4735686,3788381
W17,2023-04-01,5054753,4040411
W17,2023-05-01,5059990,4029050
W17,2023-06-01,5343176,4298932
W17,2023-07-01,5532319,4381446
W17,2023-08-01,5528366,4430416
W17,2023-09-01,5038762,4012063
W17,2023-10-01,5004528,4000369
W17,2023-11-01,4773472,3794954
W17,2023-12-01,4531120,3599030
W17,2024-01-01,4495535,3528248
W17,2024-02-01,4653132,3652419
W17,2024-03-01,4901254,3886645
W17,2024-04-01,5158596,4122203
W17,2024-05-01,5272550,4232210
W17,2024-06-01,5415181,4273163
W17,2024-07-01,5486995,4344146
W17,2024-08-01,5514549,4463033
W17,2024-09-01,5393682,4360520
W17,2024-10-01,5200882,4173303
W17,2024-11-01,4950902,3943045
W17,2024-12-01,4746976,3872248
W18,2018-01-01,1653360,1313059
W18,2018-02-01,1729279,1375609
W18,2018-03-01,1782985,1437996
W18,2018-04-01,1849961,1483974
W18,2018-05-01,1917814,1561767
W18,2018-06-01,2069195,1675909
W18,2018-07-01,2111178,1691788
W18,2018-08-01,1988739,1561587
W18,2018-09-01,1907708,1532373
W18,2018-10-01,1812806,1448968
W18,2018-11-01,1755341,1410684
W18,2018-12-01,1736270,1380168
W18,2019-01-01,1688589,1367213
W18,2019-02-01,1786154,1403748
W18,2019-03-01,1779156,1434979
W18,2019-04-01,1872100,1474371
W18,2019-05-01,2012067,1600955
W18,2019-06-01,2025607,1633743
W18,2019-07-01,2125034,1705876
W18,2019-08-01,2058541,1635147
W18,2019-09-01,2066255,1668367
W18,2019-10-01,1905989,1533285
W18,2019-11-01,1816178,1442324
W18,2019-12-01,1769269,1418924
W18,2020-01-01,1806218,1451547
W18,2020-02-01,1775846,1430084
W18,2020-03-01,1898164,1511144
W18,2020-04-01,1988600,1577804
W18,2020-05-01,2019302,1583249
W18,2020-06-01,2156728,1730409
W18,2020-07-01,2202572,1781147
W18,2020-08-01,2139528,1689856
W18,2020-09-01,2036662,1649455
W18,2020-10-01,1974173,1588160
W18,2020-11-01,1818761,1454787
W18,2020-12-01,1773089,1394516
W18,2021-01-01,1792456,1423613
W18,2021-02-01,1851017,1508243
W18,2021-03-01,1946444,1567745
W18,2021-04-01,2037747,1619487
W18,2021-05-01,2048724,1619946
W18,2021-06-01,2209489,1757019
W18,2021-07-01,2249181,1815209
W18,2021-08-01,2124957,1695765
W18,2021-09-01,2100424,1657912
W18,2021-10-01,1999724,1624209
W18,2021-11-01,1892544,1506486
W18,2021-12-01,1872236,1515087
W18,2022-01-01,1862996,1505792
W18,2022-02-01,1850929,1477858
W18,2022-03-01,1992466,1564224
W18,2022-04-01,2001018,1585519
W18,2022-05-01,2112056,1678953
W18,2022-06-01,2290887,1807851
W18,2022-07-01,2208588,1798097
W18,2022-08-01,2302991,1830450
W18,2022-09-01,2226353,1809097
W18,2022-10-01,2085627,1663918
W18,2022-11-01,1975372,1587081
W18,2022-12-01,1874485,1472809
W18,2023-01-01,1881407,1533687
W18,2023-02-01,1918463,1538092
W18,2023-03-01,2057491,1648634
W18,2023-04-01,2132204,1691940
W18,2023-05-01,2163685,1723533
W18,2023-06-01,2301584,1840601
W18,2023-07-01,2260946,1772858
W18,2023-08-01,2237969,1813571
W18,2023-09-01,2234090,1785866
W18,2023-10-01,2060788,1629306
W18,2023-11-01,2022897,1649199
W18,2023-12-01,1925904,1517027
W18,2024-01-01,1981486,1583346
W18,2024-02-01,2024032,1604005
W18,2024-03-01,2073923,1651674
W18,2024-04-01,2147899,1710171
W18,2024-05-01,2230142,1751615
W18,2024-06-01,2343611,1857145
W18,2024-07-01,2429274,1948413
W18,2024-08-01,2302880,1856783
W18,2024-09-01,2217885,1786241
W18,2024-10-01,2204677,1757674
W18,2024-11-01,2088061,1652242
W18,2024-12-01,1925106,1533130
W19,2018-01-01,2734741,2204164
W19,2018-02-01,2770710,2223015
W19,2018-03-01,2763674,2193150
W19,2018-04-01,2937360,2383157
W19,2018-05-01,3017171,2420613
W19,2018-06-01,3215257,2579561
W19,2018-07-01,3345803,2638896
W19,2018-08-01,3298597,2633498
W19,2018-09-01,3187447,2516009
W19,2018-10-01,2904918,2295371
W19,2018-11-01,2731161,2148079
W19,2018-12-01,2729685,2157711
W19,2019-01-01,2779703,2192441
W19,2019-02-01,2783302,2210587
W19,2019-03-01,2917644,2362810
W19,2019-04-01,2954841,2369203
W19,2019-05-01,3191350,2589500
W19,2019-06-01,3296206,2680966
W19,2019-07-01,3235395,2609065
W19,2019-08-01,3309616,2677526
W19,2019-09-01,3107449,2451121
W19,2019-10-01,3042024,2441668
W19,2019-11-01,2958701,2329109
W19,2019-12-01,2702034,2185798
W19,2020-01-01,2843020,2307848
W19,2020-02-01,2901407,2356211
W19,2020-03-01,2908629,2341310
W19,2020-04-01,3119087,2492579
W19,2020-05-01,3196813,2547525
W19,2020-06-01,3398566,2738517
W19,2020-07-01,3396087,2705545
W19,2020-08-01,3451355,2782125
W19,2020-09-01,3172765,2535696
W19,2020-10-01,3062544,2437534
W19,2020-11-01,2921681,2364799
W19,2020-12-01,2804530,2274393
W19,2021-01-01,2926557,2358557
W19,2021-02-01,2990055,2366015
W19,2021-03-01,2987940,2413655
